Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s
0,1.187,1034.0,19.97,1624.0,41.58,0.0,709.0,0.22,1.187,463.17
1,3.194,1034.0,7.07,3178.0,99.95,0.002,712.0,0.32,3.195,1160.41
2,3.417,1181.0,75.14,3169.0,100.0,0.0,709.0,0.43,3.421,1219.72
3,3.292,1157.0,8.22,3172.0,100.0,0.001,712.0,0.32,3.293,1228.62
4,3.296,1154.0,6.24,3173.0,99.92,0.0,0.0,0.0,3.296,1223.64
5,3.249,1145.0,6.93,3173.0,100.0,0.0,712.0,0.32,3.249,1217.27
6,3.273,1125.0,6.14,3173.0,100.0,0.0,0.0,0.0,3.273,1226.71
7,3.288,1152.0,6.31,3173.0,100.0,0.0,0.0,0.0,3.288,1214.87
8,3.259,1133.0,6.04,3173.0,100.0,0.0,0.0,0.0,3.259,1217.96
9,3.266,1138.0,6.48,3173.0,100.0,0.0,711.0,0.43,3.266,1218.7
10,3.287,1115.0,5.8,3173.0,100.0,0.0,0.0,0.0,3.287,1215.6
11,3.277,1130.0,5.88,3173.0,100.0,0.0,0.0,0.0,3.277,1232.24
12,3.277,1165.0,5.78,3173.0,100.0,0.0,0.0,0.0,3.277,1209.04
13,3.275,1159.0,5.85,3173.0,100.0,0.0,0.0,0.0,3.275,1219.26
14,3.276,1137.0,6.76,3173.0,100.0,0.0,0.0,0.0,3.276,1225.58
15,3.289,1136.0,5.82,3173.0,100.0,0.0,0.0,0.0,3.289,1218.46
16,3.299,1155.0,11.35,3172.0,100.0,0.0,0.0,0.0,3.299,1229.9
17,3.322,1203.0,16.25,3173.0,100.0,0.0,0.0,0.0,3.322,1212.88
18,3.316,1180.0,17.82,3173.0,100.0,0.0,0.0,0.0,3.316,1222.86
19,3.433,1227.0,62.88,3169.0,100.0,0.001,711.0,0.75,3.439,1226.8
20,3.311,1162.0,7.17,3172.0,100.0,0.0,0.0,0.0,3.311,1216.99
21,3.291,1155.0,6.83,3174.0,100.0,0.0,709.0,0.22,3.291,1216.27
22,3.298,1145.0,5.74,3172.0,100.0,0.0,0.0,0.0,3.298,1235.15
23,3.301,1147.0,7.86,3173.0,100.0,0.0,709.0,0.22,3.301,1219.33
24,3.279,1148.0,6.18,3174.0,100.0,0.0,0.0,0.0,3.279,1213.08
25,3.273,1152.0,6.11,3173.0,100.0,0.0,0.0,0.0,3.273,1221.92
26,3.276,1133.0,5.95,3173.0,100.0,0.0,0.0,0.0,3.276,1231.91
27,3.297,1169.0,6.01,3172.0,100.0,0.0,0.0,0.0,3.297,1235.37
28,3.279,1188.0,5.93,3172.0,100.0,0.0,0.0,0.0,3.279,1225.67
29,3.277,1146.0,5.61,3172.0,100.0,0.0,0.0,0.0,3.277,1225.02
30,3.265,1136.0,5.82,3173.0,100.0,0.0,0.0,0.0,3.265,1217.01
31,3.28,1157.0,6.19,3173.0,100.0,0.0,0.0,0.0,3.28,1213.04
32,3.285,1127.0,6.03,3173.0,100.0,0.0,0.0,0.0,3.285,1214.06
33,3.301,1155.0,6.46,3173.0,99.78,0.0,0.0,0.0,3.301,1233.37
34,3.277,1147.0,5.78,3173.0,100.0,0.0,0.0,0.0,3.277,1216.45
35,3.273,1130.0,5.92,3173.0,100.0,0.0,0.0,0.0,3.273,1214.52
36,3.282,1114.0,6.01,3173.0,100.0,0.0,0.0,0.0,3.282,1220.5
37,3.304,1135.0,5.97,3172.0,100.0,0.0,0.0,0.0,3.304,1232.92
38,3.274,1156.0,5.84,3174.0,100.0,0.0,0.0,0.0,3.274,1214.54
39,3.289,1153.0,5.87,3173.0,100.0,0.0,0.0,0.0,3.289,1228.74
40,3.279,1123.0,5.73,3173.0,100.0,0.0,0.0,0.0,3.279,1224.55
41,3.267,1143.0,5.6,3173.0,100.0,0.0,0.0,0.0,3.267,1207.79
42,3.294,1119.0,6.57,3173.0,100.0,0.0,0.0,0.0,3.294,1226.12
43,3.285,1127.0,5.6,3173.0,100.0,0.0,0.0,0.0,3.285,1218.16
44,3.299,1098.0,5.61,3173.0,100.0,0.0,0.0,0.0,3.299,1217.63
45,3.286,1142.0,5.76,3173.0,100.0,0.0,0.0,0.0,3.286,1226.12
46,3.318,1119.0,11.57,3173.0,100.0,0.0,0.0,0.0,3.318,1215.82
47,3.309,1108.0,6.26,3173.0,100.0,0.0,0.0,0.0,3.309,1220.56
48,3.287,1115.0,5.65,3174.0,100.0,0.0,0.0,0.0,3.287,1212.27
49,3.288,1147.0,5.64,3173.0,100.0,0.0,0.0,0.0,3.288,1223.53
50,3.295,1157.0,6.08,3173.0,100.0,0.0,0.0,0.0,3.295,1220.63
51,3.288,1112.0,5.69,3173.0,100.0,0.0,0.0,0.0,3.288,1215.55
52,3.285,1132.0,5.89,3173.0,100.0,0.0,0.0,0.0,3.285,1220.66
53,3.286,1116.0,5.76,3173.0,100.0,0.0,0.0,0.0,3.286,1217.53
54,3.291,1142.0,5.62,3173.0,100.0,0.0,0.0,0.0,3.291,1215.64
55,3.297,1120.0,6.19,3173.0,100.0,0.0,0.0,0.0,3.297,1228.95
56,3.292,1147.0,7.84,3173.0,100.0,0.0,712.0,0.63,3.292,1211.6
57,3.313,1149.0,5.97,3174.0,100.0,0.0,0.0,0.0,3.313,1211.47
58,3.305,1136.0,6.18,3173.0,100.0,0.0,0.0,0.0,3.305,1222.37
59,3.296,1123.0,5.56,3173.0,100.0,0.0,0.0,0.0,3.296,1211.58
60,3.308,1129.0,5.69,3173.0,100.0,0.0,0.0,0.0,3.308,1217.91
61,3.292,1123.0,5.95,3173.0,100.0,0.0,0.0,0.0,3.292,1229.45
62,3.311,1146.0,5.92,3173.0,100.0,0.0,0.0,0.0,3.311,1211.77
63,3.301,1141.0,5.65,3173.0,100.0,0.0,0.0,0.0,3.301,1222.61
64,3.323,1136.0,6.71,3173.0,99.54,0.0,0.0,0.0,3.323,1222.97
65,3.279,1114.0,6.86,3174.0,100.0,0.003,716.0,0.61,3.281,1212.54
66,3.293,1108.0,5.88,3173.0,100.0,0.0,0.0,0.0,3.293,1220.89
67,3.29,1125.0,6.0,3173.0,100.0,0.0,0.0,0.0,3.29,1221.79
68,3.271,1118.0,5.62,3174.0,100.0,0.0,0.0,0.0,3.271,1213.33
69,3.287,1164.0,5.63,3173.0,100.0,0.0,0.0,0.0,3.287,1207.9
70,3.273,1135.0,5.68,3173.0,100.0,0.0,0.0,0.0,3.273,1223.39
71,3.281,1128.0,5.83,3173.0,100.0,0.0,0.0,0.0,3.281,1217.01
72,3.3,1144.0,5.91,3173.0,100.0,0.0,0.0,0.0,3.3,1226.24
73,3.276,1140.0,5.74,3174.0,100.0,0.0,0.0,0.0,3.276,1212.14
74,3.285,1153.0,5.69,3173.0,100.0,0.0,0.0,0.0,3.285,1224.29
75,3.291,1138.0,5.68,3173.0,100.0,0.0,0.0,0.0,3.291,1220.24
76,3.333,1160.0,11.22,3174.0,100.0,0.0,0.0,0.0,3.333,1206.49
77,3.325,1152.0,6.85,3172.0,100.0,0.0,0.0,0.0,3.325,1229.45
78,3.303,1147.0,6.33,3173.0,99.49,0.0,0.0,0.0,3.303,1222.25
79,3.305,1147.0,6.62,3174.0,100.0,0.0,0.0,0.0,3.305,1214.84
80,3.298,1123.0,5.61,3173.0,100.0,0.0,0.0,0.0,3.298,1217.02
81,3.302,1100.0,6.01,3174.0,100.0,0.0,0.0,0.0,3.302,1209.49
82,3.291,1130.0,5.79,3174.0,100.0,0.0,0.0,0.0,3.291,1211.87
83,3.294,1114.0,9.62,3173.0,100.0,0.0,0.0,0.0,3.294,1214.34
84,3.498,1202.0,43.71,3163.0,100.0,0.0,0.0,0.0,3.498,1227.11
85,3.277,1152.0,5.67,3174.0,100.0,0.0,0.0,0.0,3.277,1209.78
86,3.296,1115.0,5.92,3173.0,100.0,0.0,0.0,0.0,3.296,1214.28
87,3.295,1100.0,5.78,3173.0,100.0,0.0,0.0,0.0,3.295,1213.08
88,3.293,1156.0,5.61,3173.0,100.0,0.0,0.0,0.0,3.293,1217.92
89,3.289,1139.0,5.77,3174.0,100.0,0.0,0.0,0.0,3.289,1212.36
90,3.276,1097.0,5.62,3174.0,100.0,0.0,0.0,0.0,3.276,1208.06
91,3.309,1150.0,6.62,3173.0,99.67,0.0,0.0,0.0,3.309,1226.3
92,3.296,1112.0,5.68,3173.0,100.0,0.0,0.0,0.0,3.296,1218.59
93,3.273,1117.0,5.95,3175.0,100.0,0.0,0.0,0.0,3.273,1207.16
94,3.323,1130.0,6.23,3173.0,99.93,0.0,0.0,0.0,3.323,1215.88
95,3.299,1099.0,5.9,3173.0,100.0,0.0,0.0,0.0,3.299,1215.62
96,3.565,1162.0,8.41,3167.0,100.0,0.0,0.0,0.0,3.565,1220.19
97,3.321,1121.0,5.88,3173.0,100.0,0.0,0.0,0.0,3.321,1220.39
98,3.316,1154.0,6.03,3174.0,100.0,0.0,0.0,0.0,3.316,1217.4
99,3.308,1147.0,5.78,3173.0,100.0,0.0,0.0,0.0,3.308,1221.56
100,3.3,1122.0,5.65,3174.0,100.0,0.0,0.0,0.0,3.3,1205.63
101,3.306,1127.0,5.93,3174.0,100.0,0.0,0.0,0.0,3.306,1206.07
102,3.31,1127.0,5.84,3173.0,100.0,0.0,0.0,0.0,3.31,1220.25
103,3.308,1113.0,5.67,3172.0,100.0,0.0,0.0,0.0,3.308,1232.1
104,3.287,1132.0,5.8,3174.0,100.0,0.0,0.0,0.0,3.287,1206.3
105,3.314,1143.0,11.0,3173.0,100.0,0.0,0.0,0.0,3.314,1221.33
106,3.32,1158.0,6.59,3173.0,99.78,0.0,0.0,0.0,3.32,1232.46
107,3.306,1126.0,5.75,3173.0,100.0,0.0,0.0,0.0,3.306,1213.65
108,3.294,1159.0,5.7,3173.0,100.0,0.0,0.0,0.0,3.294,1220.33
109,3.324,1133.0,6.46,3173.0,99.73,0.0,0.0,0.0,3.324,1228.37
110,3.312,1137.0,5.69,3173.0,100.0,0.0,0.0,0.0,3.312,1208.78
111,3.307,1149.0,6.12,3173.0,100.0,0.0,0.0,0.0,3.307,1219.25
112,3.3,1105.0,5.76,3173.0,100.0,0.0,0.0,0.0,3.3,1220.26
113,3.308,1142.0,7.11,3173.0,100.0,0.0,0.0,0.0,3.308,1220.54
114,3.32,1135.0,5.9,3173.0,100.0,0.0,0.0,0.0,3.32,1221.4
115,3.312,1121.0,5.9,3174.0,100.0,0.0,0.0,0.0,3.312,1212.39
116,3.308,1139.0,5.82,3173.0,100.0,0.0,0.0,0.0,3.308,1211.2
117,3.305,1153.0,5.68,3173.0,100.0,0.0,0.0,0.0,3.305,1219.89
118,3.304,1126.0,5.83,3173.0,100.0,0.0,0.0,0.0,3.304,1228.02
119,3.292,1114.0,5.57,3173.0,100.0,0.0,0.0,0.0,3.292,1208.54
120,3.281,1154.0,5.69,3174.0,100.0,0.0,0.0,0.0,3.281,1218.13
121,3.308,1127.0,5.94,3172.0,100.0,0.0,0.0,0.0,3.308,1223.06
122,3.3,1136.0,5.67,3173.0,100.0,0.0,0.0,0.0,3.3,1220.27
123,3.278,1127.0,5.64,3174.0,100.0,0.0,0.0,0.0,3.278,1210.91
124,3.296,1159.0,6.62,3173.0,99.75,0.0,712.0,0.31,3.296,1210.04
125,3.326,1131.0,5.67,3173.0,100.0,0.0,0.0,0.0,3.326,1227.6
126,3.29,1109.0,6.22,3174.0,100.0,0.0,0.0,0.0,3.29,1212.2
127,3.285,1113.0,5.59,3173.0,100.0,0.0,0.0,0.0,3.285,1222.69
128,3.286,1156.0,5.61,3173.0,100.0,0.0,0.0,0.0,3.286,1213.3
129,3.286,1108.0,5.62,3173.0,100.0,0.0,0.0,0.0,3.286,1213.41
130,3.274,1101.0,5.77,3173.0,100.0,0.0,0.0,0.0,3.274,1218.91
131,3.318,1134.0,6.3,3173.0,99.63,0.0,0.0,0.0,3.318,1218.2
132,3.3,1118.0,6.39,3173.0,100.0,0.0,0.0,0.0,3.3,1224.03
133,3.276,1128.0,5.88,3173.0,100.0,0.0,0.0,0.0,3.276,1220.21
134,3.306,1118.0,6.23,3174.0,99.91,0.0,0.0,0.0,3.306,1221.08
135,3.326,1159.0,10.86,3173.0,100.0,0.0,0.0,0.0,3.326,1211.96
136,3.316,1114.0,7.06,3173.0,100.0,0.0,0.0,0.0,3.316,1214.62
137,3.301,1135.0,6.57,3173.0,99.55,0.0,0.0,0.0,3.301,1225.53
138,3.308,1147.0,6.54,3174.0,99.51,0.0,0.0,0.0,3.308,1211.33
139,3.308,1136.0,6.03,3173.0,100.0,0.0,0.0,0.0,3.308,1210.99
140,3.303,1130.0,6.22,3173.0,99.79,0.0,0.0,0.0,3.303,1222.99
141,3.318,1140.0,5.92,3173.0,100.0,0.0,0.0,0.0,3.318,1218.07
142,3.299,1135.0,5.8,3173.0,100.0,0.0,0.0,0.0,3.299,1218.73
143,3.28,1143.0,6.34,3174.0,100.0,0.0,0.0,0.0,3.28,1212.94
144,3.3,1151.0,5.69,3173.0,100.0,0.0,0.0,0.0,3.3,1221.86
145,3.29,1128.0,5.89,3173.0,100.0,0.0,0.0,0.0,3.29,1221.68
146,3.303,1108.0,6.71,3173.0,100.0,0.0,0.0,0.0,3.303,1217.17
147,3.3,1154.0,7.23,3173.0,100.0,0.0,712.0,0.32,3.3,1212.28
148,3.301,1090.0,6.25,3173.0,100.0,0.0,0.0,0.0,3.301,1225.63
149,3.302,1131.0,6.09,3173.0,100.0,0.0,0.0,0.0,3.302,1209.43
150,3.3,1137.0,6.04,3174.0,100.0,0.0,0.0,0.0,3.3,1220.54
151,3.279,1089.0,5.77,3174.0,100.0,0.0,0.0,0.0,3.279,1209.33
152,3.305,1130.0,5.67,3173.0,100.0,0.0,0.0,0.0,3.305,1222.64
153,3.271,1146.0,5.84,3174.0,100.0,0.0,0.0,0.0,3.271,1211.31
154,3.319,1145.0,6.22,3174.0,99.92,0.0,0.0,0.0,3.319,1218.71
155,3.3,1132.0,6.12,3173.0,100.0,0.0,0.0,0.0,3.3,1212.6
156,3.285,1106.0,5.74,3172.0,100.0,0.0,0.0,0.0,3.285,1224.85
157,3.293,1149.0,5.62,3173.0,100.0,0.0,0.0,0.0,3.293,1216.89
158,3.285,1117.0,5.78,3173.0,100.0,0.0,0.0,0.0,3.285,1224.45
159,3.288,1127.0,5.57,3173.0,100.0,0.0,0.0,0.0,3.288,1214.21
160,3.318,1143.0,6.52,3173.0,99.52,0.0,0.0,0.0,3.318,1221.43
161,3.31,1118.0,5.81,3173.0,100.0,0.0,0.0,0.0,3.31,1215.6
162,3.309,1139.0,5.62,3173.0,100.0,0.0,0.0,0.0,3.309,1229.92
163,3.278,1080.0,5.73,3173.0,100.0,0.0,0.0,0.0,3.278,1215.91
164,3.299,1148.0,5.51,3173.0,100.0,0.0,0.0,0.0,3.299,1219.84
165,3.339,1125.0,11.36,3173.0,100.0,0.0,0.0,0.0,3.339,1211.87
166,3.321,1129.0,5.79,3174.0,100.0,0.0,0.0,0.0,3.321,1220.07
167,3.297,1113.0,6.13,3174.0,99.5,0.0,0.0,0.0,3.297,1208.28
168,3.482,1181.0,92.14,3174.0,99.67,0.0,0.0,0.0,3.482,1221.91
169,3.549,1203.0,100.0,3173.0,100.0,0.0,0.0,0.0,3.549,1213.52
170,3.527,1172.0,100.0,3173.0,100.0,0.0,0.0,0.0,3.527,1227.33
171,3.538,1204.0,100.0,3174.0,100.0,0.0,0.0,0.0,3.538,1204.2
172,3.52,1178.0,100.0,3174.0,100.0,0.0,0.0,0.0,3.52,1218.18
173,3.534,1193.0,100.0,3174.0,100.0,0.0,0.0,0.0,3.534,1206.65
174,3.532,1177.0,100.0,3173.0,100.0,0.0,0.0,0.0,3.532,1213.53
175,3.531,1166.0,100.0,3174.0,100.0,0.0,0.0,0.0,3.531,1220.7
176,3.532,1185.0,100.0,3174.0,100.0,0.0,0.0,0.0,3.532,1204.89
177,3.464,1183.0,77.94,3175.0,99.7,0.0,0.0,0.0,3.464,1213.43
178,3.329,1156.0,5.76,3174.0,100.0,0.0,0.0,0.0,3.329,1217.33
179,3.312,1110.0,5.74,3173.0,100.0,0.0,0.0,0.0,3.312,1215.21
180,3.327,1153.0,6.2,3173.0,100.0,0.0,0.0,0.0,3.327,1224.46
181,3.306,1120.0,5.88,3173.0,100.0,0.0,0.0,0.0,3.306,1223.14
182,3.313,1150.0,6.33,3173.0,100.0,0.0,0.0,0.0,3.313,1219.44
183,3.291,1111.0,6.74,3173.0,100.0,0.001,716.0,0.61,3.292,1222.17
184,3.303,1130.0,5.85,3174.0,100.0,0.0,0.0,0.0,3.303,1206.34
185,3.287,1116.0,6.2,3173.0,100.0,0.0,0.0,0.0,3.287,1216.71
186,3.293,1180.0,5.85,3174.0,100.0,0.0,0.0,0.0,3.293,1217.45
187,3.27,1113.0,5.53,3174.0,100.0,0.0,0.0,0.0,3.27,1215.8
188,3.286,1121.0,5.67,3174.0,100.0,0.0,0.0,0.0,3.286,1210.0
189,3.27,1136.0,5.74,3174.0,100.0,0.0,0.0,0.0,3.27,1214.93
190,3.307,1131.0,5.93,3173.0,100.0,0.0,0.0,0.0,3.307,1223.8
191,3.28,1105.0,5.96,3173.0,100.0,0.0,0.0,0.0,3.28,1216.18
192,3.292,1156.0,5.61,3174.0,100.0,0.0,0.0,0.0,3.292,1213.79
193,3.277,1120.0,5.76,3174.0,100.0,0.0,0.0,0.0,3.277,1209.0
194,3.315,1136.0,10.71,3173.0,100.0,0.0,0.0,0.0,3.315,1223.73
195,3.311,1137.0,6.63,3173.0,100.0,0.0,0.0,0.0,3.311,1215.28
196,3.605,1161.0,9.89,3167.0,100.0,0.0,0.0,0.0,3.605,1219.47
197,3.323,1118.0,5.83,3173.0,100.0,0.0,0.0,0.0,3.323,1210.7
198,3.318,1111.0,6.14,3173.0,100.0,0.0,0.0,0.0,3.318,1223.34
199,3.305,1175.0,5.85,3175.0,100.0,0.0,0.0,0.0,3.305,1197.57
200,3.309,1112.0,5.7,3172.0,100.0,0.0,0.0,0.0,3.309,1224.58
201,3.312,1132.0,5.82,3173.0,100.0,0.0,0.0,0.0,3.312,1217.77
202,3.287,1103.0,5.61,3173.0,100.0,0.0,0.0,0.0,3.287,1217.0
203,3.306,1137.0,5.68,3173.0,100.0,0.0,0.0,0.0,3.306,1222.55
204,3.284,1124.0,5.59,3173.0,100.0,0.0,0.0,0.0,3.284,1219.9
205,3.322,1156.0,5.96,3173.0,100.0,0.0,0.0,0.0,3.322,1207.54
206,3.3,1141.0,5.72,3173.0,100.0,0.0,0.0,0.0,3.3,1220.27
207,3.302,1117.0,5.54,3174.0,100.0,0.0,0.0,0.0,3.302,1209.9
208,3.29,1142.0,6.26,3173.0,100.0,0.0,0.0,0.0,3.29,1212.42
209,3.305,1110.0,5.63,3172.0,100.0,0.0,0.0,0.0,3.305,1224.87
210,3.32,1179.0,5.96,3173.0,100.0,0.0,0.0,0.0,3.32,1215.85
211,3.306,1109.0,5.8,3173.0,100.0,0.0,0.0,0.0,3.306,1228.57
212,3.316,1142.0,5.66,3173.0,100.0,0.0,0.0,0.0,3.316,1214.25
213,3.295,1138.0,5.89,3173.0,100.0,0.0,0.0,0.0,3.295,1224.86
214,3.306,1126.0,5.6,3174.0,100.0,0.0,0.0,0.0,3.306,1214.9
215,3.295,1132.0,6.14,3174.0,100.0,0.0,0.0,0.0,3.295,1212.76
216,3.294,1101.0,6.16,3173.0,100.0,0.0,0.0,0.0,3.294,1211.32
217,3.297,1174.0,5.65,3173.0,100.0,0.0,0.0,0.0,3.297,1221.44
218,3.281,1100.0,5.73,3174.0,100.0,0.0,0.0,0.0,3.281,1215.26
219,3.316,1144.0,5.52,3173.0,100.0,0.0,0.0,0.0,3.316,1213.23
220,3.287,1147.0,5.94,3173.0,100.0,0.0,0.0,0.0,3.287,1225.0
221,3.311,1126.0,5.67,3173.0,100.0,0.0,0.0,0.0,3.311,1222.1
222,3.29,1127.0,5.59,3173.0,100.0,0.0,0.0,0.0,3.29,1218.06
