Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,1.794,1288.0,19.27,1779.0,45.29,0.0,709.0,0.22,1.794,49.59,446.82,451.57
1,4.49,1666.0,13.04,3074.0,98.91,0.0,708.0,0.22,4.49,130.59,1076.63,1061.31
2,4.779,1855.0,11.79,3052.0,100.0,0.0,0.0,0.0,4.779,179.87,1150.27,1161.26
3,4.774,1885.0,12.66,3053.0,100.0,0.0,709.0,0.22,4.774,180.77,1144.3,1155.79
4,4.77,1859.0,11.99,3054.0,100.0,0.0,0.0,0.0,4.77,181.19,1162.73,1152.98
5,4.781,1918.0,11.24,3053.0,100.0,0.0,0.0,0.0,4.781,179.17,1153.21,1157.71
6,4.795,1914.0,11.91,3054.0,100.0,0.0,0.0,0.0,4.795,184.81,1152.63,1153.41
7,4.737,1894.0,15.92,3060.0,100.0,0.0,0.0,0.0,4.737,182.76,1151.14,1146.64
8,4.749,1845.0,16.41,3059.0,100.0,0.0,0.0,0.0,4.749,186.44,1146.48,1150.53
9,4.775,1881.0,14.64,3058.0,100.0,0.0,708.0,0.22,4.775,189.21,1155.17,1146.51
10,4.77,1813.0,16.6,3063.0,100.0,0.0,0.0,0.0,4.77,187.24,1151.28,1162.69
11,4.774,1882.0,14.91,3057.0,100.0,0.0,0.0,0.0,4.774,183.12,1150.9,1150.58
12,4.8,1938.0,11.78,3054.0,100.0,0.0,0.0,0.0,4.8,183.51,1153.73,1144.57
13,4.754,1854.0,16.8,3063.0,100.0,0.0,0.0,0.0,4.754,183.97,1149.53,1157.77
14,4.773,1851.0,14.88,3057.0,100.0,0.0,0.0,0.0,4.773,182.29,1150.99,1140.89
15,4.809,1905.0,11.49,3055.0,100.0,0.0,0.0,0.0,4.809,184.88,1139.18,1158.73
16,4.808,1931.0,12.55,3056.0,100.0,0.0,0.0,0.0,4.808,183.91,1150.62,1142.8
17,4.78,1879.0,15.8,3059.0,100.0,0.0,0.0,0.0,4.78,187.16,1144.39,1157.91
18,4.771,1864.0,16.66,3062.0,100.0,0.0,0.0,0.0,4.771,187.87,1153.1,1146.77
19,4.816,1930.0,13.76,3056.0,100.0,0.001,714.0,0.41,4.817,187.16,1141.96,1158.04
20,4.807,1971.0,12.54,3057.0,100.0,0.0,0.0,0.0,4.807,185.64,1151.44,1145.27
21,4.782,1912.0,16.1,3061.0,100.0,0.0,0.0,0.0,4.782,188.29,1138.46,1152.47
22,4.783,1919.0,15.92,3061.0,100.0,0.0,0.0,0.0,4.783,186.11,1157.68,1149.42
23,4.766,1871.0,18.17,3064.0,100.0,0.0,0.0,0.0,4.766,184.57,1141.9,1153.8
24,4.781,1857.0,16.26,3061.0,100.0,0.0,0.0,0.0,4.781,184.85,1150.66,1142.63
25,4.866,1982.0,18.14,3055.0,100.0,0.002,713.0,0.63,4.868,188.51,1148.46,1160.81
26,4.743,1950.0,21.32,3065.0,100.0,0.0,709.0,0.22,4.743,186.29,1144.12,1148.35
27,4.817,1923.0,14.06,3058.0,100.0,0.0,709.0,0.22,4.817,184.37,1144.17,1145.28
28,4.842,1903.0,12.25,3056.0,100.0,0.0,0.0,0.0,4.842,184.9,1149.84,1159.12
29,4.798,1813.0,16.05,3060.0,100.0,0.0,0.0,0.0,4.798,190.33,1149.73,1150.16
30,4.803,1923.0,11.1,3056.0,100.0,0.0,0.0,0.0,4.803,158.44,1150.03,1145.01
31,4.796,1863.0,14.18,3058.0,100.0,0.0,0.0,0.0,4.796,168.27,1145.17,1154.76
32,4.811,1856.0,16.26,3061.0,100.0,0.0,0.0,0.0,4.811,189.5,1142.28,1155.87
33,4.825,1910.0,14.39,3059.0,100.0,0.0,0.0,0.0,4.825,186.65,1157.98,1149.42
34,4.788,1891.0,18.65,3063.0,100.0,0.001,709.0,0.22,4.789,188.27,1139.37,1149.87
35,4.81,1892.0,16.11,3060.0,100.0,0.0,0.0,0.0,4.81,185.76,1157.44,1148.48
36,4.844,1934.0,13.81,3057.0,100.0,0.0,0.0,0.0,4.844,185.79,1149.0,1154.3
37,4.841,1852.0,13.16,3058.0,100.0,0.0,0.0,0.0,4.841,188.57,1148.34,1150.47
38,4.84,1881.0,14.05,3060.0,100.0,0.0,0.0,0.0,4.84,186.66,1144.15,1158.29
39,4.821,1922.0,14.78,3059.0,100.0,0.0,0.0,0.0,4.821,185.67,1147.72,1142.11
40,4.836,1849.0,20.23,3063.0,100.0,0.0,0.0,0.0,4.836,191.1,1151.59,1162.02
41,4.779,1825.0,20.19,3065.0,100.0,0.0,0.0,0.0,4.779,190.39,1153.17,1150.83
42,4.859,1950.0,12.49,3055.0,100.0,0.0,0.0,0.0,4.859,187.08,1142.36,1153.15
43,4.83,1825.0,15.08,3060.0,100.0,0.0,0.0,0.0,4.83,185.66,1148.83,1144.73
44,4.846,1885.0,13.36,3059.0,100.0,0.0,0.0,0.0,4.846,183.2,1144.51,1159.63
45,4.798,1907.0,16.48,3062.0,100.0,0.0,0.0,0.0,4.798,184.42,1148.8,1147.49
46,4.836,1811.0,15.31,3060.0,100.0,0.0,0.0,0.0,4.836,193.47,1144.01,1155.05
47,4.852,1826.0,14.65,3061.0,100.0,0.0,0.0,0.0,4.852,191.18,1154.89,1151.15
48,4.85,1920.0,13.38,3057.0,100.0,0.0,0.0,0.0,4.85,184.93,1147.23,1146.39
49,4.831,1917.0,17.01,3062.0,100.0,0.0,0.0,0.0,4.831,189.08,1148.59,1151.04
50,4.866,1905.0,12.23,3056.0,100.0,0.0,0.0,0.0,4.866,185.4,1138.88,1160.87
51,4.895,1866.0,17.46,3058.0,100.0,0.0,713.0,0.31,4.895,193.76,1153.71,1154.71
52,4.847,1867.0,13.54,3058.0,100.0,0.0,0.0,0.0,4.847,187.1,1139.89,1147.29
53,4.867,1940.0,12.69,3056.0,100.0,0.0,0.0,0.0,4.867,184.82,1150.1,1152.59
54,4.823,1851.0,16.82,3062.0,100.0,0.0,0.0,0.0,4.823,189.49,1144.93,1149.14
55,4.877,1868.0,19.7,3061.0,100.0,0.0,0.0,0.0,4.877,189.61,1158.82,1157.14
56,4.828,1911.0,16.67,3061.0,100.0,0.0,0.0,0.0,4.828,187.67,1145.65,1146.0
57,4.875,1903.0,14.31,3058.0,100.0,0.0,709.0,0.22,4.875,185.57,1142.45,1155.56
58,4.869,1955.0,11.66,3056.0,100.0,0.0,0.0,0.0,4.869,185.49,1147.94,1146.66
59,4.869,1884.0,14.58,3058.0,100.0,0.0,0.0,0.0,4.869,189.3,1147.08,1153.06
60,4.845,1876.0,15.36,3059.0,100.0,0.0,0.0,0.0,4.845,189.03,1139.79,1154.12
61,4.862,1878.0,12.09,3059.0,100.0,0.0,0.0,0.0,4.862,157.96,1156.6,1152.27
62,4.854,1961.0,12.67,3056.0,100.0,0.0,0.0,0.0,4.854,175.36,1144.78,1151.89
63,4.837,1884.0,16.31,3060.0,99.95,0.0,0.0,0.0,4.837,186.85,1149.54,1142.22
64,4.868,1973.0,11.83,3055.0,100.0,0.0,0.0,0.0,4.868,185.84,1139.25,1161.72
65,4.888,1987.0,12.76,3055.0,100.0,0.0,0.0,0.0,4.888,189.16,1152.44,1146.23
66,4.859,1813.0,13.12,3058.0,100.0,0.0,0.0,0.0,4.859,189.1,1137.87,1155.4
67,4.868,1866.0,14.33,3058.0,100.0,0.0,0.0,0.0,4.868,189.23,1156.84,1146.42
68,4.85,1940.0,15.2,3059.0,100.0,0.0,0.0,0.0,4.85,186.11,1146.1,1158.24
69,4.88,1891.0,13.1,3057.0,100.0,0.0,0.0,0.0,4.88,186.06,1143.26,1152.95
70,4.839,1897.0,17.16,3060.0,100.0,0.0,0.0,0.0,4.839,185.6,1152.67,1149.11
71,4.875,1819.0,14.3,3060.0,100.0,0.0,0.0,0.0,4.875,186.74,1144.39,1155.18
72,4.89,1974.0,11.78,3055.0,100.0,0.0,0.0,0.0,4.89,185.85,1151.19,1144.26
73,4.896,1800.0,13.42,3058.0,100.0,0.0,0.0,0.0,4.896,192.37,1150.92,1156.99
74,4.864,1914.0,13.3,3057.0,100.0,0.0,0.0,0.0,4.864,186.19,1145.02,1147.03
75,4.875,1991.0,11.64,3055.0,100.0,0.0,0.0,0.0,4.875,184.86,1142.3,1156.39
76,4.846,1843.0,17.75,3061.0,100.0,0.0,0.0,0.0,4.846,193.27,1145.84,1151.41
77,4.869,1909.0,14.78,3058.0,100.0,0.0,0.0,0.0,4.869,186.36,1153.18,1147.25
78,4.852,1951.0,15.1,3058.0,100.0,0.0,714.0,0.41,4.852,185.18,1143.54,1150.54
79,4.86,1940.0,14.22,3057.0,100.0,0.0,0.0,0.0,4.86,184.57,1147.33,1156.52
80,4.854,1885.0,16.96,3060.0,100.0,0.0,0.0,0.0,4.854,190.8,1146.75,1150.34
81,4.899,1817.0,15.34,3058.0,100.0,0.0,713.0,0.31,4.899,186.95,1146.65,1155.7
82,4.845,1908.0,17.28,3059.0,100.0,0.0,0.0,0.0,4.845,185.88,1140.96,1150.24
83,4.892,1901.0,13.85,3057.0,100.0,0.0,708.0,0.43,4.892,188.93,1154.73,1149.07
84,4.806,1896.0,17.78,3048.0,98.79,0.0,0.0,0.0,4.806,185.12,1149.37,1146.23
85,4.898,1897.0,19.48,3058.0,100.0,0.0,0.0,0.0,4.898,192.06,1146.31,1160.08
86,4.893,1985.0,12.15,3056.0,100.0,0.0,0.0,0.0,4.893,185.47,1146.54,1147.47
87,4.905,1924.0,12.0,3056.0,100.0,0.0,0.0,0.0,4.905,185.56,1140.02,1151.37
88,4.901,1879.0,15.37,3057.0,100.0,0.0,710.0,0.22,4.901,190.15,1153.07,1149.67
89,4.86,1858.0,15.25,3060.0,100.0,0.0,0.0,0.0,4.86,184.12,1149.35,1154.06
90,4.873,1966.0,14.11,3057.0,100.0,0.0,0.0,0.0,4.873,189.94,1136.06,1149.5
91,4.91,1962.0,11.75,3055.0,100.0,0.0,0.0,0.0,4.91,185.25,1149.29,1151.96
92,4.852,1875.0,14.27,3058.0,100.0,0.0,0.0,0.0,4.852,156.4,1148.48,1149.93
93,4.88,1798.0,14.29,3059.0,99.91,0.0,0.0,0.0,4.88,186.13,1147.85,1152.73
94,4.866,1972.0,14.64,3058.0,100.0,0.0,0.0,0.0,4.866,185.12,1151.04,1142.77
95,4.905,1951.0,12.75,3056.0,100.0,0.0,0.0,0.0,4.905,188.5,1148.18,1159.95
96,4.87,1876.0,16.23,3058.0,100.0,0.0,0.0,0.0,4.87,187.15,1146.11,1151.02
97,4.889,1827.0,14.66,3057.0,100.0,0.0,0.0,0.0,4.889,187.48,1146.49,1143.88
98,4.896,1824.0,14.42,3060.0,100.0,0.0,0.0,0.0,4.896,192.36,1149.74,1160.06
99,4.863,1875.0,18.87,3063.0,100.0,0.0,712.0,0.32,4.863,185.93,1151.0,1153.34
100,4.909,1857.0,21.69,3059.0,100.0,0.0,0.0,0.0,4.909,192.03,1139.77,1155.65
101,4.888,1892.0,14.36,3057.0,100.0,0.0,0.0,0.0,4.888,191.1,1147.43,1149.93
102,4.909,1935.0,11.41,3055.0,100.0,0.0,0.0,0.0,4.909,185.77,1151.62,1142.3
103,4.855,1798.0,19.46,3064.0,100.0,0.0,0.0,0.0,4.855,191.38,1144.23,1165.73
104,4.906,1820.0,14.29,3058.0,100.0,0.0,0.0,0.0,4.906,191.74,1159.0,1151.11
105,4.879,1816.0,16.94,3060.0,100.0,0.0,0.0,0.0,4.879,192.04,1151.13,1149.38
106,4.874,1823.0,17.55,3060.0,100.0,0.0,0.0,0.0,4.874,194.17,1143.9,1156.44
107,4.879,1954.0,13.52,3057.0,100.0,0.0,0.0,0.0,4.879,186.75,1149.69,1149.19
108,4.889,1932.0,13.38,3057.0,100.0,0.0,0.0,0.0,4.889,186.16,1147.7,1146.42
109,4.875,1852.0,17.29,3060.0,100.0,0.0,0.0,0.0,4.875,189.32,1146.57,1157.69
110,4.901,1879.0,13.67,3057.0,100.0,0.0,0.0,0.0,4.901,189.68,1149.49,1147.07
111,4.928,1921.0,11.86,3056.0,100.0,0.0,0.0,0.0,4.928,187.36,1144.32,1156.96
112,4.912,1890.0,14.39,3057.0,100.0,0.0,0.0,0.0,4.912,191.97,1149.96,1142.26
113,4.896,1873.0,15.77,3060.0,100.0,0.0,0.0,0.0,4.896,186.61,1140.53,1161.64
114,4.965,1939.0,16.73,3055.0,100.0,0.0,0.0,0.0,4.965,186.89,1145.84,1149.69
115,4.892,1897.0,15.21,3059.0,100.0,0.0,0.0,0.0,4.892,192.22,1156.25,1152.93
116,4.889,1873.0,15.22,3058.0,100.0,0.0,0.0,0.0,4.889,193.03,1149.38,1149.06
117,4.934,1933.0,13.41,3056.0,100.0,0.0,0.0,0.0,4.934,187.91,1144.87,1149.27
118,5.141,1948.0,16.63,3054.0,100.0,0.0,0.0,0.0,5.141,188.86,1148.88,1150.29
119,4.905,1810.0,16.1,3059.0,100.0,0.0,0.0,0.0,4.905,192.32,1146.39,1155.06
120,4.88,1824.0,17.33,3059.0,100.0,0.001,711.0,0.53,4.881,193.54,1148.25,1151.72
121,4.919,1948.0,11.68,3055.0,100.0,0.0,0.0,0.0,4.919,188.17,1143.04,1151.74
122,4.912,1923.0,12.12,3056.0,100.0,0.0,0.0,0.0,4.912,187.76,1150.75,1149.39
123,4.886,1783.0,13.4,3060.0,100.0,0.0,0.0,0.0,4.886,158.91,1151.58,1156.55
124,4.92,1880.0,13.24,3058.0,100.0,0.0,0.0,0.0,4.92,188.34,1147.07,1149.12
125,4.901,1934.0,14.67,3057.0,100.0,0.0,0.0,0.0,4.901,188.69,1144.33,1151.67
126,4.871,1915.0,17.52,3059.0,100.0,0.0,0.0,0.0,4.871,188.95,1140.99,1150.37
127,4.909,1935.0,13.06,3056.0,100.0,0.0,0.0,0.0,4.909,187.67,1148.24,1148.48
128,4.928,1941.0,12.3,3055.0,100.0,0.0,0.0,0.0,4.928,187.56,1151.61,1145.18
129,4.923,1898.0,13.81,3057.0,100.0,0.0,0.0,0.0,4.923,189.66,1144.64,1162.32
130,4.933,1945.0,11.92,3055.0,100.0,0.0,0.0,0.0,4.933,189.35,1150.12,1143.27
131,4.919,1822.0,14.3,3059.0,100.0,0.0,0.0,0.0,4.919,192.19,1143.8,1158.56
132,4.928,1951.0,11.85,3055.0,100.0,0.0,0.0,0.0,4.928,187.69,1153.11,1144.16
133,4.914,1903.0,13.55,3058.0,100.0,0.0,0.0,0.0,4.914,190.32,1146.77,1157.51
134,4.915,1869.0,14.05,3058.0,100.0,0.0,0.0,0.0,4.915,189.67,1145.96,1143.24
135,4.83,1884.0,22.54,3063.0,100.0,0.0,0.0,0.0,4.83,189.75,1146.42,1160.9
136,4.921,1909.0,13.71,3057.0,100.0,0.0,0.0,0.0,4.921,191.44,1144.24,1144.86
137,4.925,1962.0,13.29,3055.0,100.0,0.001,714.0,0.41,4.926,188.81,1150.19,1146.92
138,4.924,1870.0,13.99,3059.0,100.0,0.0,0.0,0.0,4.924,190.75,1140.95,1161.17
139,4.906,1970.0,14.68,3057.0,100.0,0.0,0.0,0.0,4.906,187.5,1153.66,1148.02
140,4.914,1838.0,13.87,3058.0,100.0,0.0,0.0,0.0,4.914,187.15,1147.65,1145.04
141,4.914,1968.0,11.59,3055.0,100.0,0.0,0.0,0.0,4.914,186.99,1146.92,1150.42
142,4.875,1861.0,16.82,3061.0,100.0,0.0,0.0,0.0,4.875,185.44,1143.85,1150.69
143,4.948,1975.0,13.47,3055.0,100.0,0.0,0.0,0.0,4.948,189.36,1142.33,1157.21
144,4.898,1844.0,22.49,3060.0,100.0,0.0,0.0,0.0,4.898,193.99,1154.27,1152.41
145,4.922,1906.0,14.99,3057.0,100.0,0.0,0.0,0.0,4.922,188.99,1146.26,1148.52
146,4.91,1892.0,15.9,3059.0,100.0,0.0,0.0,0.0,4.91,187.66,1149.39,1154.03
147,4.91,1810.0,16.28,3059.0,100.0,0.0,0.0,0.0,4.91,191.38,1145.07,1151.3
148,4.876,1873.0,18.29,3062.0,100.0,0.0,0.0,0.0,4.876,188.68,1149.61,1156.7
149,4.873,1861.0,19.74,3063.0,100.0,0.0,0.0,0.0,4.873,193.13,1152.81,1149.74
150,4.913,1863.0,15.8,3059.0,100.0,0.0,0.0,0.0,4.913,190.49,1149.79,1149.36
151,4.921,1918.0,14.92,3057.0,100.0,0.0,713.0,0.31,4.921,191.71,1140.44,1150.28
152,4.944,1946.0,11.96,3055.0,100.0,0.0,0.0,0.0,4.944,187.46,1149.01,1144.77
153,4.916,1813.0,14.62,3060.0,100.0,0.0,0.0,0.0,4.916,186.39,1151.18,1160.73
154,4.878,1845.0,14.89,3059.0,100.0,0.0,0.0,0.0,4.878,159.97,1143.92,1150.52
155,4.928,1930.0,13.19,3056.0,100.0,0.0,0.0,0.0,4.928,187.78,1147.28,1147.44
156,4.927,1846.0,13.81,3058.0,100.0,0.0,0.0,0.0,4.927,190.13,1151.94,1156.5
157,4.901,1877.0,16.88,3059.0,100.0,0.0,0.0,0.0,4.901,192.7,1151.77,1152.97
158,4.895,1891.0,15.84,3059.0,100.0,0.0,0.0,0.0,4.895,188.53,1140.25,1151.26
159,4.92,1876.0,14.15,3057.0,100.0,0.0,0.0,0.0,4.92,189.58,1149.73,1151.83
160,4.928,1948.0,14.22,3056.0,100.0,0.0,0.0,0.0,4.928,191.18,1147.76,1151.59
161,4.898,1893.0,15.83,3058.0,100.0,0.0,0.0,0.0,4.898,187.89,1141.86,1147.9
162,4.927,1890.0,13.7,3058.0,100.0,0.0,0.0,0.0,4.927,192.32,1154.61,1150.2
163,4.936,1940.0,11.62,3055.0,100.0,0.0,0.0,0.0,4.936,187.89,1145.55,1144.95
164,4.911,1914.0,14.75,3058.0,100.0,0.0,0.0,0.0,4.911,189.39,1147.92,1150.39
165,4.933,1858.0,13.94,3057.0,100.0,0.0,0.0,0.0,4.933,190.73,1146.74,1161.41
166,4.905,1938.0,14.64,3057.0,100.0,0.0,0.0,0.0,4.905,188.42,1146.71,1147.57
167,4.903,1932.0,15.79,3057.0,100.0,0.0,0.0,0.0,4.903,192.01,1144.96,1153.21
168,4.883,1887.0,17.96,3061.0,100.0,0.0,0.0,0.0,4.883,189.58,1149.86,1148.44
169,4.888,1861.0,18.12,3060.0,100.0,0.0,0.0,0.0,4.888,190.76,1145.4,1148.31
170,4.866,1899.0,18.45,3062.0,100.0,0.0,0.0,0.0,4.866,185.96,1155.05,1155.53
171,4.922,1949.0,13.41,3057.0,100.0,0.0,0.0,0.0,4.922,188.17,1144.78,1152.23
172,4.9,1807.0,16.47,3060.0,100.0,0.0,0.0,0.0,4.9,190.14,1154.05,1153.03
173,4.943,1861.0,20.01,3060.0,100.0,0.0,0.0,0.0,4.943,194.85,1140.41,1155.78
174,4.952,1859.0,12.76,3057.0,100.0,0.0,0.0,0.0,4.952,193.71,1146.98,1149.66
175,4.919,1901.0,16.71,3058.0,100.0,0.0,713.0,0.31,4.919,192.45,1153.8,1142.63
176,4.952,1926.0,11.69,3055.0,100.0,0.0,0.0,0.0,4.952,188.25,1141.65,1157.69
177,4.895,1912.0,17.02,3059.0,100.0,0.0,0.0,0.0,4.895,188.73,1144.53,1149.42
178,4.914,1848.0,14.55,3059.0,100.0,0.0,0.0,0.0,4.914,192.12,1148.87,1153.49
179,4.939,1915.0,14.38,3057.0,100.0,0.0,0.0,0.0,4.939,192.64,1146.68,1150.07
180,4.925,1908.0,13.2,3056.0,100.0,0.0,0.0,0.0,4.925,189.24,1148.4,1148.69
181,4.944,1961.0,11.52,3055.0,100.0,0.0,0.0,0.0,4.944,187.19,1149.13,1146.47
182,4.899,1827.0,16.84,3061.0,100.0,0.0,0.0,0.0,4.899,193.08,1140.75,1153.13
183,4.926,1836.0,15.29,3059.0,100.0,0.0,0.0,0.0,4.926,190.82,1155.63,1150.53
184,4.915,1867.0,14.15,3057.0,100.0,0.0,0.0,0.0,4.915,179.99,1141.27,1158.29
185,4.875,1848.0,15.93,3060.0,100.0,0.0,0.0,0.0,4.875,164.89,1158.63,1151.52
186,4.891,1832.0,16.63,3060.0,100.0,0.0,0.0,0.0,4.891,191.92,1143.32,1153.89
187,4.855,1920.0,19.69,3061.0,100.0,0.0,0.0,0.0,4.855,188.16,1150.27,1143.51
188,4.885,1890.0,16.89,3059.0,100.0,0.0,0.0,0.0,4.885,189.31,1144.59,1149.16
189,4.927,1860.0,15.15,3058.0,100.0,0.0,0.0,0.0,4.927,191.87,1150.37,1159.25
190,4.914,1944.0,14.45,3058.0,100.0,0.0,0.0,0.0,4.914,190.33,1147.75,1143.85
191,4.914,1896.0,16.31,3059.0,100.0,0.0,0.0,0.0,4.914,191.42,1146.8,1159.52
192,4.861,1933.0,18.5,3060.0,100.0,0.0,0.0,0.0,4.861,188.69,1139.86,1150.96
193,4.931,1892.0,14.76,3058.0,100.0,0.0,0.0,0.0,4.931,193.83,1147.52,1153.18
194,4.892,1859.0,16.44,3059.0,100.0,0.0,0.0,0.0,4.892,191.06,1152.96,1150.28
195,4.942,1946.0,11.39,3055.0,100.0,0.0,0.0,0.0,4.942,187.59,1147.17,1149.59
196,4.917,1858.0,14.7,3057.0,100.0,0.001,715.0,0.51,4.918,190.26,1145.99,1150.2
197,4.916,1881.0,13.9,3058.0,100.0,0.0,0.0,0.0,4.916,191.77,1149.33,1151.73
198,4.906,1860.0,16.87,3060.0,100.0,0.0,0.0,0.0,4.906,193.92,1148.05,1150.91
199,4.938,1941.0,14.46,3057.0,100.0,0.0,0.0,0.0,4.938,194.06,1149.3,1154.52
200,4.923,1957.0,12.91,3056.0,100.0,0.0,0.0,0.0,4.923,186.21,1145.57,1149.83
201,4.857,1849.0,20.06,3062.0,100.0,0.0,0.0,0.0,4.857,195.39,1143.59,1146.49
202,4.893,1962.0,15.59,3059.0,100.0,0.0,0.0,0.0,4.893,186.03,1146.82,1156.37
203,4.918,1946.0,20.73,3058.0,100.0,0.0,0.0,0.0,4.918,191.15,1143.71,1149.15
204,4.902,1909.0,17.82,3059.0,100.0,0.0,0.0,0.0,4.902,192.8,1152.56,1151.66
205,4.935,1959.0,14.3,3057.0,100.0,0.0,0.0,0.0,4.935,191.17,1148.68,1150.0
206,4.922,1942.0,13.35,3056.0,100.0,0.0,0.0,0.0,4.922,188.59,1138.57,1150.64
207,4.9,1870.0,18.51,3059.0,100.0,0.0,714.0,0.41,4.9,193.88,1155.25,1144.64
208,4.907,1958.0,14.89,3057.0,100.0,0.0,0.0,0.0,4.907,189.1,1143.81,1157.35
209,4.914,1838.0,17.49,3061.0,100.0,0.0,0.0,0.0,4.914,194.27,1153.88,1145.24
210,4.927,1840.0,15.67,3059.0,100.0,0.0,0.0,0.0,4.927,191.29,1150.87,1156.75
211,4.914,1869.0,16.05,3058.0,100.0,0.0,0.0,0.0,4.914,193.63,1149.75,1153.35
212,4.871,1883.0,18.98,3061.0,100.0,0.0,0.0,0.0,4.871,193.47,1143.51,1148.28
213,4.934,1901.0,13.86,3057.0,100.0,0.0,0.0,0.0,4.934,192.76,1152.07,1149.76
214,4.933,1878.0,15.43,3060.0,100.0,0.0,710.0,0.22,4.933,191.55,1150.86,1154.12
215,4.91,1868.0,14.7,3059.0,100.0,0.0,0.0,0.0,4.91,176.07,1148.55,1148.64
216,4.893,1881.0,16.56,3059.0,100.0,0.0,709.0,0.43,4.893,171.18,1145.75,1149.59
217,4.929,1915.0,13.96,3057.0,100.0,0.0,708.0,0.22,4.929,189.46,1143.93,1148.72
218,4.911,1880.0,14.7,3057.0,100.0,0.0,0.0,0.0,4.911,190.22,1140.15,1150.41
219,4.94,1895.0,13.56,3057.0,100.0,0.0,0.0,0.0,4.94,190.18,1149.5,1147.45
220,4.882,1874.0,19.33,3061.0,100.0,0.0,0.0,0.0,4.882,192.41,1152.96,1154.18
221,4.917,1945.0,14.08,3057.0,100.0,0.0,0.0,0.0,4.917,190.11,1147.82,1146.9
222,4.931,1869.0,15.29,3058.0,100.0,0.0,0.0,0.0,4.931,192.53,1143.98,1149.31
